date,test_id,abcd,category,region,warehouse,batch_id,current_stock,avg_daily_sales,lead_time_days,safety_stock,reorder_point,max_stock_level,expiry_date,last_sale_date,supplier_id,supplier_reliability,inward_qty,outward_qty,adjustment_qty,aging_bucket,unit_cost,total_stock_value
2025-01-02,P023,Product_P023,Injection,South,WH2,999cef2d,1688,22.4852320278863,19,48.8640356340486,476.083444163888,2585,2025-04-04,2024-11-02,S17,0.938554162591301,53,100,46,0-30,38.7296841018319,65375.7067638923
2025-01-02,P044,Product_P044,Injection,North,WH3,8440ac61,1373,5.18202578469463,17,15.6589638016814,103.75340214149,1619,2025-12-08,2024-11-24,S16,0.849727101007347,157,146,-34,90+,14.2707803118416,19593.7813681586
2025-01-02,P028,Product_P028,Capsule,East,WH2,bc8550d3,1150,2.24218642735742,9,2.67076394974283,22.8504417959596,1742,2025-06-09,2024-11-06,S1,0.769538334155647,117,47,38,90+,32.2752590983242,37116.5479630728
2025-01-02,P039,Product_P039,Topical,South,WH1,cef5e662,1458,21.5604030589617,16,112.602183483924,457.568632427311,1743,2025-08-04,2024-12-05,S14,0.727305526597882,93,237,11,90+,5.79387387189907,8447.46810522885
2025-01-02,P048,Product_P048,Topical,East,WH1,52a175cc,521,23.769016834041,9,55.4915518158472,269.412703322216,1478,2025-12-22,2024-09-25,S2,0.704438316684212,146,95,-50,60-90,34.5142247005089,17981.9110689651
2025-01-02,P016,Product_P016,Capsule,North,WH3,0acc86ec,379,40.2465154394376,16,164.378341043555,808.322588074557,1123,2025-07-29,2024-11-21,S5,0.937923784693668,167,329,-8,30-60,14.4240952387356,5466.73209548078
2025-01-02,P012,Product_P012,Capsule,North,WH3,0e925b7c,775,31.2944403325567,11,44.226243576826,388.46508723495,1579,2025-05-01,2024-11-30,S19,0.73426780001028,113,74,-22,90+,37.0184811463904,28689.3228884526
2025-01-02,P021,Product_P021,Topical,North,WH2,2a978cff,1712,21.7500761730978,12,110.333933190907,371.334847268081,2010,2025-03-08,2024-10-13,S17,0.798833026673375,189,223,-14,0-30,22.0207073413759,37699.4509684355
2025-01-02,P013,Product_P013,Tablet,East,WH1,6c8bf60e,1903,19.5087154226385,5,29.4680072127156,127.011584325908,2831,2025-08-06,2024-12-15,S17,0.977977034096127,402,75,-42,0-30,47.5530363854894,90493.4282415864
2025-01-02,P019,Product_P019,Capsule,East,WH1,b6dd1d1e,890,5.49350321566557,16,20.3449314610003,108.240982911649,1558,2025-03-25,2024-12-11,S16,0.72644976988412,41,185,-12,90+,27.926915233863,24854.9545581381
2025-01-02,P005,Product_P005,Syrup,East,WH1,d0c81adb,1032,18.1948356150519,6,53.2156123021746,162.384625992486,1305,2025-10-11,2024-09-23,S7,0.764547161095599,392,282,15,0-30,26.1529822659273,26989.8776984369
2025-01-02,P038,Product_P038,Syrup,West,WH1,2327326d,1350,19.1614652062777,8,29.8419244964789,183.1336461467,1766,2025-11-28,2024-12-30,S4,0.724215207842614,444,363,3,90+,21.7868784531018,29412.2859116875
2025-01-02,P026,Product_P026,Syrup,East,WH2,2a641d76,1661,25.1386301102521,17,112.002003768031,539.358715642316,1918,2025-06-28,2024-10-03,S8,0.888270987613658,0,386,26,90+,48.1464548752526,79971.2615477945
2025-01-02,P049,Product_P049,Tablet,West,WH1,4b651312,684,11.9561960874532,10,50.316897947147,169.878858821679,1555,2025-07-23,2024-11-03,S15,0.853033321635027,202,251,-15,90+,48.4958242453359,33171.1437838097
2025-01-02,P018,Product_P018,Tablet,North,WH2,eb7a59ac,1909,15.4302033951321,5,27.0817993334774,104.232816309138,2367,2025-06-24,2024-10-08,S11,0.975619330382202,455,357,25,90+,31.3864972922753,59916.8233309536
2025-01-02,P008,Product_P008,Capsule,West,WH2,bd6ab95e,731,20.0251508155037,16,106.842171955713,427.244585003773,971,2025-09-16,2024-10-31,S17,0.819249949052934,460,219,-22,90+,45.6354320401983,33359.5008213849
2025-01-02,P006,Product_P006,Capsule,East,WH1,ebbf205e,797,31.0573446008537,6,24.8022776314227,211.146345236545,1238,2025-10-09,2024-09-16,S5,0.809174376394634,64,145,45,90+,19.4602095269591,15509.7869929864
2025-01-02,P026,Product_P026,Tablet,South,WH3,a4ce74f0,104,42.2638272336497,17,90.1014266501813,808.586489622227,402,2025-12-08,2024-12-28,S17,0.917474117346292,258,22,2,90+,38.0969789000803,3962.08580560836
2025-01-02,P019,Product_P019,Tablet,North,WH2,bd635d90,716,11.0472210968197,5,26.60283581996,81.8389413040586,1687,2025-11-15,2024-11-30,S8,0.844467904127309,437,117,-48,90+,16.0810847487814,11514.0566801275
2025-01-03,P044,Product_P044,Topical,South,WH2,1de830be,1326,39.799074134012,5,30.5669010913932,229.562271761453,1732,2025-09-18,2024-10-11,S14,0.761759606837584,421,191,47,30-60,30.7963046275524,40835.8999361345
2025-01-03,P018,Product_P018,Syrup,East,WH3,509e1708,983,36.5934545998612,13,145.376476368972,621.091386167167,1517,2025-03-03,2024-09-07,S10,0.975360980860716,387,137,5,90+,25.1136983608974,24686.7654887621
2025-01-03,P020,Product_P020,Topical,South,WH2,fa35d289,42,25.1382866056506,17,78.4839776261533,505.834849922214,993,2025-05-23,2024-12-12,S16,0.740259880068329,7,387,-47,0-30,44.9426320853946,1887.59054758657
2025-01-03,P003,Product_P003,Syrup,North,WH2,64e3af0e,1028,30.494834381507,7,24.8359727835083,238.299813454058,1693,2025-05-04,2024-11-23,S6,0.83362584272949,345,45,-17,90+,25.667446271888,26386.1347675008
2025-01-03,P045,Product_P045,Syrup,North,WH2,81bfac61,1079,40.1711095465431,13,195.893633528012,718.118057633072,1628,2025-05-19,2024-11-02,S16,0.780294517962689,256,7,48,90+,11.2581168434988,12147.5080741352
2025-01-03,P022,Product_P022,Capsule,West,WH3,005720a1,525,27.0320219447032,6,64.7127750932049,226.904906761424,1423,2025-12-10,2024-09-11,S7,0.944887795063752,362,238,-33,30-60,27.0982460562961,14226.5791795555
2025-01-03,P015,Product_P015,Tablet,East,WH1,d7a5a0c6,1254,9.93191004532195,11,25.0000907700498,134.251101268591,1539,2025-06-07,2024-11-21,S17,0.837451283014861,393,66,-33,90+,29.6257747509943,37150.7215377468
2025-01-03,P022,Product_P022,Capsule,East,WH1,8b6886b3,1541,28.6584685836094,14,85.6643201513143,486.882880321846,2432,2025-11-10,2024-11-01,S2,0.844491832376193,453,228,-18,90+,12.0413070879139,18555.6542224753
2025-01-03,P006,Product_P006,Injection,South,WH3,d2e37465,822,5.30649360246705,18,16.1757307791727,111.69261562358,1158,2025-10-06,2025-01-01,S19,0.902118824086262,407,222,-45,60-90,29.2239224724773,24022.0642723764
2025-01-03,P011,Product_P011,Injection,East,WH2,708cd952,946,48.778290984312,18,147.817275907663,1025.82651362528,1719,2025-08-14,2024-10-17,S11,0.781193937161482,299,132,19,90+,16.8602825838079,15949.8273242823
2025-01-04,P020,Product_P020,Tablet,West,WH1,dfc4967a,319,26.9621611358747,5,46.4083525221493,181.219158201523,1068,2025-11-22,2024-12-25,S4,0.872226098291791,389,177,-41,0-30,4.10537355316562,1309.61416345983
2025-01-04,P044,Product_P044,Capsule,North,WH2,2a4e68bc,784,5.30553745089018,19,37.5601315955756,138.365343162489,1760,2025-03-12,2024-09-08,S3,0.969563451831869,317,235,-1,60-90,46.7139652878978,36623.7487857119
2025-01-04,P011,Product_P011,Tablet,South,WH3,746bcb11,1595,4.2583171009721,12,19.8593577950864,70.9591630067516,2143,2025-12-27,2024-12-25,S9,0.93186576796666,290,212,-14,0-30,12.548895557185,20015.4884137101
2025-01-04,P014,Product_P014,Capsule,South,WH1,9751480b,1863,43.9828264998423,13,213.382978758251,785.159723256201,2357,2025-05-17,2024-12-22,S19,0.856536507955244,62,142,46,90+,18.4127601391014,34302.9721391459
2025-01-04,P047,Product_P047,Capsule,South,WH1,568d6e58,197,45.4171334372628,7,100.825040220159,418.744974280998,1042,2025-04-10,2024-12-29,S19,0.740388901072382,14,110,-22,30-60,27.1395935068398,5346.49992084743
2025-01-04,P039,Product_P039,Syrup,West,WH1,9d3054c9,1434,8.43206910690481,5,16.138650766325,58.298996300849,1922,2025-10-14,2024-10-29,S2,0.954262034660907,352,117,-13,90+,6.42095511080515,9207.64962889459
2025-01-04,P036,Product_P036,Topical,West,WH3,4319d1b6,323,40.0674729231981,9,106.214340497952,466.821596806735,1207,2025-06-12,2024-12-09,S19,0.857390088570803,298,282,18,90+,9.89828812326986,3197.14706381616
2025-01-04,P010,Product_P010,Capsule,South,WH3,2ba11a04,1233,8.51421875268793,17,22.5285387006024,167.270257496297,2055,2025-05-17,2024-11-06,S11,0.863888623240871,323,132,-14,60-90,32.9169933384241,40586.6527862769
2025-01-04,P049,Product_P049,Injection,East,WH2,dbaf6d73,1319,4.37715542899372,7,12.0898952758201,42.7299832787761,1815,2025-09-04,2024-12-25,S1,0.985603947699077,109,181,36,30-60,17.275174220092,22785.9547963014
2025-01-04,P040,Product_P040,Topical,East,WH1,a4662859,116,37.4682329403211,14,220.911926278908,745.467187443404,981,2025-11-20,2024-11-03,S11,0.835053035472456,474,346,-34,90+,12.0056363240591,1392.65381359086
2025-01-04,P044,Product_P044,Syrup,East,WH2,0e1aa0c2,1524,9.64296233880494,11,17.6298287934114,123.702414520266,1884,2025-07-29,2024-12-07,S11,0.703797392410617,468,48,20,60-90,48.0924455560033,73292.887027349
2025-01-04,P049,Product_P049,Injection,South,WH2,4d6720d2,326,5.18213373585355,17,15.3098239800971,103.406097489607,1294,2025-09-14,2024-12-23,S19,0.960435743937807,31,157,-22,30-60,2.79093372455665,909.844394205468
2025-01-04,P030,Product_P030,Syrup,South,WH1,b4bfa859,501,39.0008532180555,19,230.499829838354,971.516040981409,813,2025-05-27,2024-10-03,S6,0.729864629006082,263,54,-48,30-60,14.3427908812947,7185.73823152863
2025-01-04,P019,Product_P019,Capsule,West,WH1,e5ce6a85,1414,2.2439314273569,16,15.6506334138754,51.5535362515858,1962,2025-02-10,2024-11-01,S3,0.894848895643631,327,53,16,30-60,32.9845592847419,46640.166828625
2025-01-04,P047,Product_P047,Capsule,East,WH2,54c4873a,451,30.556672706672,18,237.657058940298,787.677167660394,1150,2025-07-17,2024-11-12,S14,0.959937387371125,6,329,-44,90+,11.1864265021553,5045.07835247206
2025-01-04,P019,Product_P019,Topical,East,WH1,d0b62496,708,21.6498029790324,6,60.3054744225201,190.204292296715,1430,2025-09-24,2025-01-03,S3,0.777738455838634,260,292,-13,90+,22.3701999276305,15838.1015487624
2025-01-04,P044,Product_P044,Syrup,West,WH2,99c4e2c7,1181,38.4166839138283,12,67.165503693659,528.165710659598,2012,2025-04-02,2024-09-17,S17,0.848612720205757,8,39,15,0-30,13.6364965862269,16104.702468334
2025-01-04,P022,Product_P022,Syrup,South,WH2,d425dffb,804,26.7588189328316,17,171.264699791121,626.164621649258,1078,2025-12-25,2024-12-18,S10,0.77947601399929,16,164,-26,90+,36.2899264999825,29177.1009059859
2025-01-04,P042,Product_P042,Topical,East,WH1,b0212380,267,14.0584212751732,15,71.4797423064696,282.356061434068,1215,2025-12-08,2024-10-26,S10,0.821443452218701,475,189,-5,60-90,18.3396974515012,4896.69921955083
2025-01-04,P043,Product_P043,Tablet,East,WH1,92a56f8b,1802,30.554453363853,14,54.4540963696887,482.216443463631,2297,2025-02-13,2024-11-30,S17,0.877017353432308,309,97,4,90+,47.750259890442,86045.9683225765
2025-01-04,P022,Product_P022,Topical,West,WH1,2aa85d7f,1762,14.2256498972176,19,55.3833960134796,325.670744060613,2205,2025-08-22,2024-12-10,S2,0.721789956703385,16,128,38,30-60,34.7317174249591,61197.2861027779
2025-01-04,P042,Product_P042,Tablet,East,WH3,45052dff,1458,41.1360135660358,9,37.368851745698,407.59297384002,2135,2025-05-15,2024-09-29,S12,0.726558801264724,304,16,23,30-60,22.8542828749398,33321.5444316623
2025-01-04,P047,Product_P047,Injection,South,WH3,add66297,1508,36.8790194340685,9,133.964109206276,465.875284112893,2081,2025-08-19,2024-10-25,S18,0.764150738127685,409,364,-25,30-60,3.16410644779491,4771.47252327472
2025-01-04,P016,Product_P016,Tablet,East,WH2,bf411ca9,334,28.8293162970788,14,90.8696358502604,494.480064009364,1162,2025-02-09,2024-12-27,S19,0.981606891097957,214,81,44,90+,42.3829205282185,14155.895456425
2025-01-04,P018,Product_P018,Syrup,South,WH3,d8ad71ca,619,2.81337410105914,19,13.1432372442776,66.5973451644012,1006,2025-11-30,2024-09-29,S3,0.798563739492739,182,363,-12,0-30,40.394871990644,25004.4257622086
2025-01-04,P004,Product_P004,Topical,South,WH1,1e0b1a19,1449,37.1549325784197,5,84.4143532926012,270.1890161847,1756,2025-12-10,2024-09-28,S10,0.700068881837006,268,140,-33,90+,46.6969055618374,67663.8161591024
2025-01-04,P039,Product_P039,Injection,North,WH2,005ccbdf,696,5.33862712006729,18,28.0550432219788,124.15033138319,1167,2025-09-26,2024-09-16,S10,0.797547434510242,339,388,14,90+,6.41323154343834,4463.60915423308
2025-01-04,P014,Product_P014,Capsule,West,WH2,be4f7bd3,948,12.4467798014456,13,34.1263488220448,195.934486240837,1732,2025-12-04,2024-10-09,S4,0.975488743345565,60,379,19,30-60,44.0767970705461,41784.8036228777
2025-01-05,P024,Product_P024,Syrup,South,WH1,ad162bfe,1594,49.4700605808546,11,270.16302335463,814.333689744031,2377,2025-07-01,2024-10-05,S19,0.76689424539815,225,312,39,90+,10.1354748450685,16155.9469030391
2025-01-05,P003,Product_P003,Topical,North,WH2,fe23afe7,1043,48.4860288768998,5,74.4997886472983,316.929933031797,1995,2025-04-05,2024-09-22,S3,0.9018459792356,215,2,-19,0-30,11.9670631263085,12481.6468407398
2025-01-05,P047,Product_P047,Tablet,North,WH2,9c6d269d,1346,43.1462140044783,15,291.874005964344,939.067216031518,2180,2025-03-04,2024-12-28,S3,0.950017009006981,8,39,-26,0-30,37.0254200716492,49836.2154164398
2025-01-05,P034,Product_P034,Injection,East,WH2,de480c0c,913,13.727935404256,9,14.7660541526216,138.317472790925,1566,2025-03-12,2024-11-07,S16,0.722077949252187,80,113,-11,30-60,24.5487422890058,22413.0017098622
2025-01-05,P029,Product_P029,Syrup,South,WH3,f90bfb83,1996,18.0426511872075,6,34.3725022962228,142.628409419468,2944,2025-11-19,2024-12-31,S19,0.771132804354047,58,58,-3,90+,17.3664350585167,34663.4043767992
2025-01-05,P045,Product_P045,Tablet,North,WH2,71bcc0cc,6,6.18587059760062,15,37.216052270187,130.004111234196,338,2025-09-26,2024-11-22,S19,0.701492099518867,159,362,2,90+,45.526364154199,273.158184925194
2025-01-05,P018,Product_P018,Injection,South,WH2,da31f644,1247,38.0751543854618,16,62.4763625463657,671.678832713755,1971,2025-03-21,2024-12-10,S17,0.733594718466275,353,187,13,60-90,41.1152916044922,51270.7686308018
2025-01-05,P048,Product_P048,Syrup,South,WH3,8ff3d0d1,571,27.5220623551294,6,39.0949023839573,204.227276514734,1105,2025-09-13,2024-11-30,S4,0.923547691476887,323,218,13,0-30,38.7782303340746,22142.3695207566
2025-01-05,P017,Product_P017,Capsule,South,WH1,41781a0f,305,3.83810256738112,12,5.44842364443993,51.5056544530133,774,2025-08-14,2024-11-20,S12,0.737725009637883,380,6,-22,90+,41.2541344229646,12582.5109990042
2025-01-05,P047,Product_P047,Syrup,East,WH2,13ac9f04,1308,1.05044451243604,6,1.3200978195858,7.62276489420202,2023,2025-05-13,2024-12-24,S9,0.930494769137479,156,74,-19,90+,38.8683162208234,50839.757616837
2025-01-05,P020,Product_P020,Syrup,East,WH3,184a72a0,988,47.5923145502701,16,85.6821004773796,847.159133281702,1208,2025-12-03,2024-10-18,S5,0.81530237540921,440,386,-50,30-60,44.8108609802776,44273.1306485143
2025-01-05,P015,Product_P015,Capsule,North,WH3,6feb9c28,1809,2.52557006134106,13,12.6723129904959,45.5047237879296,2279,2025-08-30,2024-12-10,S8,0.759073362290119,92,308,-43,60-90,23.2309880956589,42024.8574650469
2025-01-05,P050,Product_P050,Injection,East,WH3,3f4fb0f5,1851,40.0430935653374,16,72.4046223361632,713.094119381561,2428,2025-03-21,2024-12-22,S14,0.876118869996175,339,227,-42,90+,12.051466979743,22307.2653795044
2025-01-05,P022,Product_P022,Topical,North,WH2,35bba260,720,40.0803959312222,15,296.839758761819,898.045697730152,991,2025-11-07,2024-12-19,S18,0.874005958954598,31,10,-6,30-60,47.6797832638971,34329.4439500059
2025-01-05,P041,Product_P041,Syrup,South,WH3,d076b328,1069,6.14157874249057,5,4.33340466388858,35.0412983763414,1940,2025-04-24,2024-11-13,S1,0.702833545751563,352,1,46,30-60,44.2441408051604,47296.9865207165
2025-01-05,P030,Product_P030,Tablet,North,WH2,1b601088,89,20.4492405338782,6,60.2418129144032,182.937256117672,974,2025-06-05,2024-09-14,S15,0.74856994885513,304,359,24,30-60,35.6173105978582,3169.94064320938
2025-01-05,P006,Product_P006,Tablet,South,WH1,c5da41b9,1287,3.54659289892215,13,17.6872655851903,63.7929732711782,2176,2025-12-18,2024-10-14,S15,0.723233305451556,83,207,-47,90+,41.0475907281622,52828.2492671447
2025-01-05,P026,Product_P026,Syrup,East,WH1,b43bdf57,1013,9.03597456848537,18,21.5755206031848,184.223062835921,1224,2025-05-01,2024-12-25,S13,0.87856518636325,146,54,49,90+,9.92377786874627,10052.78698104
2025-01-05,P032,Product_P032,Syrup,West,WH2,03a19058,1375,2.02219582528537,7,2.7090817054228,16.8644524824204,1886,2025-04-03,2025-01-03,S10,0.763962726227474,437,206,46,90+,23.6685248802265,32544.2217103114
2025-01-05,P030,Product_P030,Topical,East,WH2,c0b82f5f,731,37.3926195387991,8,105.149819236022,404.290775546414,1294,2025-02-23,2024-11-07,S18,0.867815868485994,419,249,47,60-90,30.2884546975374,22140.8603838998
2025-01-05,P036,Product_P036,Capsule,East,WH3,fdb8445c,1260,14.9088719018236,17,46.7020842481141,300.152906579115,1989,2025-03-15,2024-12-16,S15,0.925040060040275,99,239,43,60-90,31.994486128089,40313.0525213921
2025-01-05,P014,Product_P014,Capsule,East,WH1,5bfacf6c,1525,42.8648695751094,17,200.295732423506,928.998515200365,2105,2025-05-25,2024-12-23,S7,0.871955746916129,325,144,38,0-30,13.6485382023553,20814.0207585918
2025-01-05,P037,Product_P037,Topical,East,WH1,625fc1c6,918,38.9001831586434,12,120.744881957241,587.547079860963,1420,2025-11-17,2024-12-26,S10,0.749229792475387,457,92,-41,60-90,41.6152849282479,38202.8315641315
2025-01-06,P005,Product_P005,Injection,West,WH3,6eb293d8,1307,47.4805843877203,13,102.967246206796,720.214843247159,1627,2025-05-22,2024-12-01,S15,0.837642953967446,496,119,-7,30-60,29.6823638554409,38794.8495590612
2025-01-06,P015,Product_P015,Injection,East,WH1,d61a2fd6,510,2.67520053101875,18,5.9149362274489,54.0685457857864,1002,2025-02-24,2024-12-12,S1,0.831137718202196,244,58,18,90+,25.8545056257312,13185.7978691229
2025-01-06,P014,Product_P014,Injection,South,WH1,91582619,216,24.5149569980116,15,37.4990560180857,405.22341098826,721,2025-11-16,2024-11-11,S7,0.849522848287982,177,293,33,90+,2.46870590376122,533.240475212423
2025-01-06,P045,Product_P045,Injection,West,WH2,576c56f0,1364,10.8908191540245,11,19.7611772035097,139.560187897779,1692,2025-10-26,2024-12-09,S6,0.751373438939742,289,192,4,90+,47.2860967542271,64498.2359727658
2025-01-06,P010,Product_P010,Capsule,South,WH1,f534f10a,587,41.7129823757436,19,260.148607231708,1052.69527237084,1131,2025-12-03,2024-10-31,S1,0.972853853338039,141,52,-3,60-90,29.2820765988757,17188.57896354
2025-01-06,P028,Product_P028,Capsule,South,WH2,beda3b63,687,16.5874661272879,5,21.7928770944727,104.730207730912,1667,2025-04-18,2024-09-12,S13,0.731641793212067,97,380,-47,90+,22.4704449741874,15437.1956972667
2025-01-06,P034,Product_P034,Capsule,North,WH1,fa793766,1367,16.5425901215045,17,120.12025754013,401.344289605707,2021,2025-05-04,2024-10-14,S15,0.876851223594621,142,315,42,90+,12.639662412842,17278.4185183551
2025-01-06,P049,Product_P049,Syrup,West,WH2,8fad1a40,973,4.58660026465374,7,5.37386395738771,37.4800658099639,1949,2025-02-07,2024-10-14,S8,0.838962744512622,116,220,-25,90+,19.629585320507,19099.5865168533
2025-01-06,P034,Product_P034,Topical,East,WH3,5c6045fb,497,20.3239008670992,11,95.0576738179466,318.620583356037,1060,2025-02-25,2024-12-15,S11,0.887767667104835,123,398,-26,30-60,46.424692695019,23073.0722694245
2025-01-06,P015,Product_P015,Injection,North,WH1,272e1d17,963,18.2295116747421,6,18.2148525694026,127.591922617855,1535,2025-03-28,2024-09-19,S15,0.868470295446211,105,157,-33,0-30,14.3585760359432,13827.3087226133
2025-01-07,P026,Product_P026,Tablet,South,WH3,1358185f,908,7.03791005443614,16,19.4331154247448,132.039676295723,1266,2025-04-17,2024-11-06,S17,0.774403207273395,35,83,17,90+,40.4936349389828,36768.2205245963
2025-01-07,P001,Product_P001,Injection,West,WH1,aa55942d,1941,32.0244174041071,15,48.5331355260054,528.899396587612,2258,2025-11-09,2024-10-14,S9,0.887515714892629,471,377,-9,60-90,38.7272903123323,75169.6704962369
2025-01-07,P049,Product_P049,Capsule,East,WH1,8b97917c,1083,15.800964589905,12,81.3520361542064,270.963611233066,1449,2025-08-26,2024-10-11,S18,0.743414150707518,438,241,18,90+,12.5265436552973,13566.2467786869
2025-01-07,P044,Product_P044,Capsule,North,WH3,066cd2cb,1678,27.2325469902904,10,29.8075026114539,302.132972514358,2296,2025-07-15,2024-12-28,S10,0.883284490945921,440,253,-26,0-30,14.4524724460061,24251.2487643983
2025-01-07,P007,Product_P007,Topical,South,WH3,20147d15,1776,22.6931313721968,17,149.313197838371,535.096431165717,2434,2025-11-12,2024-11-09,S14,0.910058256967335,41,287,-12,90+,4.89154908046034,8687.39116689757
2025-01-07,P040,Product_P040,Topical,North,WH3,77d526ca,424,20.6582077879102,5,19.6937340012856,122.984772940836,1331,2025-11-01,2024-11-20,S2,0.720280165655736,159,148,-43,30-60,34.3264646240691,14554.4210006053
2025-01-07,P044,Product_P044,Topical,South,WH3,a4ca430d,769,10.3259182781343,6,30.832515289392,92.788024958198,1582,2025-09-02,2024-12-04,S2,0.796735169346938,149,299,7,30-60,48.1216210617859,37005.5265965133
2025-01-07,P029,Product_P029,Tablet,East,WH2,332a29f2,1035,5.73714603268926,13,31.9753724546771,106.558270879638,1891,2025-06-21,2024-10-16,S3,0.768046203738082,347,114,-46,90+,38.6613904346369,40014.5390998492
2025-01-07,P001,Product_P001,Tablet,South,WH1,ab052262,1766,5.55352807459011,10,7.5333482181429,63.068628964044,2765,2025-07-16,2024-09-13,S16,0.746198165979504,141,291,46,90+,13.8925159256313,24534.1831246649
2025-01-07,P002,Product_P002,Tablet,North,WH2,9b0739a6,834,46.9109333285221,13,185.324742134639,795.166875405426,1213,2025-08-14,2024-12-16,S4,0.746911621292112,405,142,35,30-60,42.7198229295097,35628.3323232111
